timestamp,event_type,source_ip,username,raw_message,hour,is_night_access,rolling_fail_5m,is_admin_target,ip_freq,is_anomaly,anomaly_score,reason
2026-12-10 07:28:03,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 52660 ssh2,7,0,6.0,1,0.04,True,-0.016606969981594166,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:08,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 55618 ssh2,7,0,8.0,1,0.04,True,-0.01873029788400926,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:10,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 57138 ssh2,7,0,9.0,1,0.04,True,-0.019365823692829687,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:12,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 58304 ssh2,7,0,10.0,1,0.04,True,-0.020020847891727644,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:14,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 59849 ssh2,7,0,11.0,1,0.04,True,-0.022660444754956766,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:16,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 32977 ssh2,7,0,12.0,1,0.04,True,-0.023230218122737734,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:18,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 35113 ssh2,7,0,13.0,1,0.04,True,-0.02328704094465761,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:21,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 37035 ssh2,7,0,14.0,1,0.04,True,-0.021627253686952397,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:23,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 39041 ssh2,7,0,15.0,1,0.04,True,-0.02423908416453724,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:25,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 40388 ssh2,7,0,16.0,1,0.04,True,-0.025905765776182976,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:30,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 42881 ssh2,7,0,19.0,1,0.04,True,-0.02833180980392591,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:33,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 43981 ssh2,7,0,20.0,1,0.04,True,-0.029516099544995678,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:35,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 44900 ssh2,7,0,21.0,1,0.04,True,-0.031164676338189312,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:37,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 45699 ssh2,7,0,22.0,1,0.04,True,-0.03272294621715699,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:39,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 46577 ssh2,7,0,23.0,1,0.04,True,-0.035967411168102204,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:42,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 47836 ssh2,7,0,24.0,1,0.04,True,-0.040084377029305784,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:44,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 49133 ssh2,7,0,25.0,1,0.04,True,-0.04353263078927894,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:46,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 50655 ssh2,7,0,26.0,1,0.04,True,-0.04629762534851689,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:49,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 51982 ssh2,7,0,27.0,1,0.04,True,-0.047182465066714974,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:28:51,FAILED_LOGIN,112.95.230.3,root,Failed password for root from 112.95.230.3 port 53584 ssh2,7,0,28.0,1,0.04,True,-0.04916421961509332,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 07:32:27,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 40652 ssh2,7,0,1.0,1,0.011,True,-0.02992538466524064,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:32:29,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 49720 ssh2,7,0,2.0,1,0.011,True,-0.023549694368709684,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:34:00,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 45568 ssh2,7,0,3.0,1,0.011,True,-0.02408478849170015,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:34:04,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 48588 ssh2,7,0,4.0,1,0.011,True,-0.02779790599409393,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:34:10,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 50950 ssh2,7,0,5.0,1,0.011,True,-0.02930839675329977,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:34:15,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 54024 ssh2,7,0,6.0,1,0.011,True,-0.033138239300575245,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:34:23,FAILED_LOGIN,123.235.32.19,root,Failed password for root from 123.235.32.19 port 57100 ssh2,7,0,7.0,1,0.011,True,-0.037778900200337695,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '123.235.32.19' (freq=0.0110)
2026-12-10 07:48:03,FAILED_LOGIN,191.210.223.172,root,Failed password for root from 191.210.223.172 port 31473 ssh2,7,0,1.0,1,0.002,True,-0.03308818929410984,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '191.210.223.172' (freq=0.0020)
2026-12-10 07:55:55,INVALID_USER,52.80.34.196,test,Invalid user test from 52.80.34.196,7,0,1.0,1,0.0075,True,-0.030141533349540617,Privileged account targeted: 'test'  |  Suspicious event: Invalid User  |  Rare source IP '52.80.34.196' (freq=0.0075)
2026-12-10 07:55:55,OTHER,,test,input_userauth_request: invalid user test [preauth],7,0,0.0,1,0.133,True,-0.046085663507991925,Privileged account targeted: 'test'
2026-12-10 08:24:58,INVALID_USER,5.188.10.180,admin,Invalid user admin from 5.188.10.180,8,0,7.0,1,0.0265,True,-0.01887522700497224,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 08:24:58,OTHER,,admin,input_userauth_request: invalid user admin [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'admin'
2026-12-10 08:25:06,INVALID_USER,5.188.10.180,admin,Invalid user admin from 5.188.10.180,8,0,8.0,1,0.0265,True,-0.02029865053287383,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 08:25:06,OTHER,,admin,input_userauth_request: invalid user admin [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'admin'
2026-12-10 08:25:27,INVALID_USER,5.188.10.180,admin,Invalid user admin from 5.188.10.180,8,0,14.0,1,0.0265,True,-0.02703678117805286,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 08:25:27,OTHER,,admin,input_userauth_request: invalid user admin [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'admin'
2026-12-10 08:25:48,INVALID_USER,5.188.10.180,admin,Invalid user admin from 5.188.10.180,8,0,20.0,1,0.0265,True,-0.03343214626104529,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 08:25:48,OTHER,,admin,input_userauth_request: invalid user admin [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'admin'
2026-12-10 08:33:29,INVALID_USER,103.207.39.212,admin,Invalid user admin from 103.207.39.212,8,0,4.0,1,0.006,True,-0.022097390395526162,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User  |  Rare source IP '103.207.39.212' (freq=0.0060)
2026-12-10 08:33:29,OTHER,,admin,input_userauth_request: invalid user admin [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'admin'
2026-12-10 08:39:49,FAILED_LOGIN,106.5.5.195,root,Failed password for root from 106.5.5.195 port 50719 ssh2,8,0,1.0,1,0.002,True,-0.02888944182719544,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '106.5.5.195' (freq=0.0020)
2026-12-10 08:39:59,FAILED_LOGIN,106.5.5.195,root,message repeated 5 times: [ Failed password for root from 106.5.5.195 port 50719 ssh2],8,0,2.0,1,0.002,True,-0.028674306992246157,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '106.5.5.195' (freq=0.0020)
2026-12-10 08:39:59,OTHER,,root,Disconnecting: Too many authentication failures for root [preauth],8,0,0.0,1,0.133,True,-0.011042430359236355,Privileged account targeted: 'root'
2026-12-10 09:09:39,INVALID_USER,185.190.58.151,admin,Invalid user admin from 185.190.58.151,9,0,8.0,1,0.0215,True,-0.00214957700196472,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User  |  Rare source IP '185.190.58.151' (freq=0.0215)
2026-12-10 09:11:00,INVALID_USER,185.190.58.151,admin,Invalid user admin from 185.190.58.151,9,0,14.0,1,0.0215,True,-0.010652641552531983,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User  |  Rare source IP '185.190.58.151' (freq=0.0215)
2026-12-10 09:12:08,INVALID_USER,185.190.58.151,admin,Invalid user admin from 185.190.58.151,9,0,20.0,1,0.0215,True,-0.014806469903060893,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User  |  Rare source IP '185.190.58.151' (freq=0.0215)
2026-12-10 09:12:10,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,9,0,31.0,1,0.086,True,-0.0011652442428528031,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 09:12:15,FAILED_LOGIN,103.99.0.122,root,Failed password for root from 103.99.0.122 port 59841 ssh2,9,0,33.0,1,0.086,True,-0.004217988145212237,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 09:12:16,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,9,0,34.0,1,0.086,True,-0.0052529884440203345,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 09:12:20,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,9,0,36.0,1,0.086,True,-0.00980837372714749,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 09:12:22,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,9,0,38.0,1,0.086,True,-0.011561167421751284,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 09:12:42,FAILED_LOGIN,103.99.0.122,root,Failed password for root from 103.99.0.122 port 57956 ssh2,9,0,51.0,1,0.086,True,-0.03461563072685803,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 09:18:11,INVALID_USER,187.141.143.180,ubuntu,Invalid user ubuntu from 187.141.143.180,9,0,69.0,1,0.1745,True,-0.006649813382394676,Privileged account targeted: 'ubuntu'  |  Suspicious event: Invalid User
2026-12-10 09:18:22,INVALID_USER,187.141.143.180,test,Invalid user test from 187.141.143.180,9,0,70.0,1,0.1745,True,-0.006863461162401774,Privileged account targeted: 'test'  |  Suspicious event: Invalid User
2026-12-10 09:31:34,FAILED_LOGIN,104.192.3.34,root,Failed password for root from 104.192.3.34 port 56524 ssh2,9,0,3.0,1,0.0035,True,-0.00047052185761686793,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '104.192.3.34' (freq=0.0035)
2026-12-10 10:04:54,FAILED_LOGIN,60.2.12.12,root,Failed password for root from 60.2.12.12 port 63646 ssh2,10,0,1.0,1,0.0075,True,-0.030468691189174946,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '60.2.12.12' (freq=0.0075)
2026-12-10 10:04:56,FAILED_LOGIN,60.2.12.12,root,Failed password for root from 60.2.12.12 port 65244 ssh2,10,0,2.0,1,0.0075,True,-0.026663956553988344,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '60.2.12.12' (freq=0.0075)
2026-12-10 10:05:03,FAILED_LOGIN,60.2.12.12,root,Failed password for root from 60.2.12.12 port 10217 ssh2,10,0,3.0,1,0.0075,True,-0.024906581754401635,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '60.2.12.12' (freq=0.0075)
2026-12-10 10:05:10,FAILED_LOGIN,60.2.12.12,root,Failed password for root from 60.2.12.12 port 15145 ssh2,10,0,4.0,1,0.0075,True,-0.027374420044704695,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '60.2.12.12' (freq=0.0075)
2026-12-10 10:05:22,FAILED_LOGIN,60.2.12.12,root,Failed password for root from 60.2.12.12 port 20658 ssh2,10,0,5.0,1,0.0075,True,-0.03157220826399931,Privileged account targeted: 'root'  |  Suspicious event: Failed Login  |  Rare source IP '60.2.12.12' (freq=0.0075)
2026-12-10 10:13:59,INVALID_USER,119.4.203.64,admin,Invalid user admin from 119.4.203.64,10,0,1.0,1,0.0045,True,-0.03035897487153505,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User  |  Rare source IP '119.4.203.64' (freq=0.0045)
2026-12-10 10:54:33,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 34263 ssh2,10,0,5.0,1,0.4335,True,-0.015418001322528907,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:35,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 34712 ssh2,10,0,6.0,1,0.4335,True,-0.013797688712165246,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:37,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 35013 ssh2,10,0,7.0,1,0.4335,True,-0.01279174149862794,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:39,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 35457 ssh2,10,0,8.0,1,0.4335,True,-0.012582051484527068,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:41,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 35825 ssh2,10,0,9.0,1,0.4335,True,-0.008495101135088112,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:43,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 36196 ssh2,10,0,10.0,1,0.4335,True,-0.0073432828718070775,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:45,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 36525 ssh2,10,0,11.0,1,0.4335,True,-0.006927658874063436,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:47,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 36961 ssh2,10,0,12.0,1,0.4335,True,-0.006719952303477994,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 10:54:49,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 37270 ssh2,10,0,13.0,1,0.4335,True,-0.004079305692749391,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:00:30,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 45599 ssh2,11,0,150.0,1,0.4335,True,-0.020028200041249167,High failure rate: 150 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:00:32,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 46008 ssh2,11,0,150.0,1,0.4335,True,-0.020028200041249167,High failure rate: 150 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:00:34,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 46401 ssh2,11,0,150.0,1,0.4335,True,-0.020028200041249167,High failure rate: 150 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:00:36,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 46822 ssh2,11,0,150.0,1,0.4335,True,-0.020028200041249167,High failure rate: 150 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:00:38,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 47147 ssh2,11,0,150.0,1,0.4335,True,-0.020028200041249167,High failure rate: 150 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:03:37,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,11,0,1.0,1,0.086,True,-0.05523142565515604,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 11:03:37,OTHER,,admin,input_userauth_request: invalid user admin [preauth],11,0,0.0,1,0.133,True,-0.04668088108920099,Privileged account targeted: 'admin'
2026-12-10 11:03:52,FAILED_LOGIN,103.99.0.122,root,Failed password for root from 103.99.0.122 port 61906 ssh2,11,0,7.0,1,0.086,True,-0.05064344386250208,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:00,FAILED_LOGIN,103.99.0.122,root,Failed password for root from 103.99.0.122 port 63012 ssh2,11,0,10.0,1,0.086,True,-0.04893071523842574,Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:07,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,11,0,13.0,1,0.086,True,-0.048225583955721296,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 11:04:07,OTHER,,admin,input_userauth_request: invalid user admin [preauth],11,0,0.0,1,0.133,True,-0.04668088108920099,Privileged account targeted: 'admin'
2026-12-10 11:04:25,OTHER,,admin,input_userauth_request: invalid user admin [preauth],11,0,0.0,1,0.133,True,-0.04668088108920099,Privileged account targeted: 'admin'
2026-12-10 11:04:25,INVALID_USER,103.99.0.122,admin,Invalid user admin from 103.99.0.122,11,0,19.0,1,0.086,True,-0.04992905643289158,Privileged account targeted: 'admin'  |  Suspicious event: Invalid User
2026-12-10 11:04:34,INVALID_USER,103.99.0.122,test,Invalid user test from 103.99.0.122,11,0,23.0,1,0.086,True,-0.05163023893844165,Privileged account targeted: 'test'  |  Suspicious event: Invalid User
2026-12-10 11:04:34,OTHER,,test,input_userauth_request: invalid user test [preauth],11,0,0.0,1,0.133,True,-0.04668088108920099,Privileged account targeted: 'test'
2026-12-10 11:04:35,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 34642 ssh2,11,0,137.0,1,0.4335,True,-0.01270762212573584,High failure rate: 137 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:37,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 35101 ssh2,11,0,137.0,1,0.4335,True,-0.01270762212573584,High failure rate: 137 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:40,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 35545 ssh2,11,0,137.0,1,0.4335,True,-0.01270762212573584,High failure rate: 137 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:41,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 36027 ssh2,11,0,137.0,1,0.4335,True,-0.01270762212573584,High failure rate: 137 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
2026-12-10 11:04:43,FAILED_LOGIN,183.62.140.253,root,Failed password for root from 183.62.140.253 port 36300 ssh2,11,0,137.0,1,0.4335,True,-0.01270762212573584,High failure rate: 137 failed attempts in 5 min  |  Privileged account targeted: 'root'  |  Suspicious event: Failed Login
